cosparId,depth,diameter,height,mass,name,objectClass,satno,shape,span,vimpelId,width,xSectAvg,xSectMax,xSectMin
1998-067A,108.5,,20.0,450000.0,International Space Station,Payload,25544,Irr,108.5,,72.8,5762.4,8319.84840246504,1456.0
2006-055A,37.3,,37.3,132931.0,Discovery (STS-116),Payload,29647,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
2005-026A,37.3,,37.3,132720.0,Discovery (STS-114),Payload,28775,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
1998-064A,23.78,,37.23,129804.76,Discovery (STS-95),Payload,25519,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
2006-036A,37.3,,37.3,125107.0,Atlantis (STS-115),Payload,29391,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
1999-040A,37.3,,37.3,122534.0,Columbia (STS-93),Payload,25866,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2007-024A,37.3,,37.3,122315.0,Atlantis  (STS-117),Payload,31600,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2008-005A,37.3,,37.3,120413.0,Atlantis (STS-122),Payload,32486,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2007-050A,37.3,,37.3,120413.0,Discovery (STS-120),Payload,32272,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2007-035A,37.3,,37.3,120413.0,Endeavour (STS-118),Payload,32008,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2000-027A,37.3,,37.3,119097.0,Atlantis (STS-101),Payload,26368,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
1999-030A,37.3,,37.3,118857.0,Discovery (STS-96),Payload,25760,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
2003-003A,37.3,,37.3,118031.0,Columbia (STS-107),Payload,27647,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
1997-073A,23.78,,37.23,117268.58,Columbia (STS-87),Payload,25061,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
2001-028A,37.3,,37.3,117127.0,Atlantis (STS-104),Payload,26862,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
1998-034A,23.78,,37.23,116912.78,Discovery (STS-91),Payload,25356,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1997-032A,23.78,,37.23,116750.25,Columbia (STS-94),Payload,24849,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
2011-008A,37.3,,37.3,116700.0,Discovery (STS-133),Payload,37371,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2009-012A,37.3,,37.3,116666.0,Discovery (STS-119),Payload,34541,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2008-059A,37.3,,37.3,116554.0,Endeavour (STS-126),Payload,33441,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2002-047A,37.3,,37.3,116535.0,Atlantis (STS-112),Payload,27537,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
2009-045A,37.3,,37.3,116520.0,Discovery (STS-128),Payload,35811,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2002-028A,37.3,,37.3,116520.0,Endeavour (STS-111),Payload,27440,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2002-052A,37.3,,37.3,116458.0,Endeavour (STS-113),Payload,27556,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2010-012A,37.3,,37.3,116388.0,Discovery (STS-131),Payload,36507,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2010-004A,37.3,,37.3,116313.0,Endeavour (STS-130),Payload,36394,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2000-078A,37.3,,37.3,116264.0,Endeavour (STS-97),Payload,26630,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2001-035A,37.3,,37.3,116225.0,Discovery (STS-105),Payload,26888,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
2008-009A,37.3,,37.3,116115.0,Endeavour (STS-123),Payload,32699,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2009-025A,37.3,,37.3,116115.0,Atlantis (STS-125),Payload,34933,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2011-031A,37.3,,37.3,116112.0,Atlantis (STS-135),Payload,37736,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2011-020A,37.3,,37.3,116112.0,Endeavour (STS-134),Payload,37577,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2009-062A,37.3,,37.3,116000.0,Atlantis (STS-129),Payload,36094,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2006-028A,37.3,,37.3,115861.0,Discovery (STS-121),Payload,29251,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
2010-019A,37.3,,37.3,115816.0,Atlantis (STS-132),Payload,36572,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2009-038A,37.3,,37.3,115766.0,Endeavour (STS-127),Payload,35633,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2001-006A,37.3,,37.3,115527.0,Atlantis (STS-98),Payload,26698,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
2001-010A,37.3,,37.3,115527.0,Discovery (STS-102),Payload,26718,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
2008-027A,37.3,,37.3,115521.0,Discovery (STS-124),Payload,32960,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
2000-053A,37.3,,37.3,115257.0,Atlantis (STS-106),Payload,26489,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
2002-018A,37.3,,37.3,115243.0,Atlantis (STS-110),Payload,27413,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
2002-010A,37.3,,37.3,115243.0,Columbia (STS-109),Payload,27388,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
1996-036A,23.78,,37.23,115161.55,Columbia (STS-78),Payload,23931,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
2000-062A,37.3,,37.3,115125.0,Discovery (STS-92),Payload,26563,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
2001-054A,37.3,,37.3,114647.0,Endeavour (STS-108),Payload,26995,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
1996-032A,23.78,,37.23,114580.77,Endeavour (STS-77),Payload,23870,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
2000-010A,37.3,,37.3,113881.0,Endeavour (STS-99),Payload,26088,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
1999-069A,37.3,,37.3,113881.0,Discovery (STS-103),Payload,25996,Cone + Box + 2 Wing,37.3,,23.8,1583.385,1873.99372445587,887.74
1989-090A,37.3,,37.3,113400.0,Discovery (STS-33R),Payload,20329,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
1998-003A,23.78,,37.23,113213.08,Endeavour (STS-89),Payload,25143,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1997-055A,23.78,,37.23,113165.51,Atlantis (STS-86),Payload,24964,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1997-001A,23.78,,37.23,112358.77,Atlantis (STS-81),Payload,24711,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1996-057A,23.78,,37.23,112096.13,Atlantis (STS-79),Payload,24324,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1989-084A,37.3,,37.3,111705.0,Atlantis (STS-34),Payload,20297,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
1996-018A,23.78,,37.23,110740.34,Atlantis (STS-76),Payload,23831,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1989-061A,37.3,,37.3,107000.0,Columbia (STS-28R),Payload,20164,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
1988-100A,23.92,,36.37,105000.0,STS Energia Buran F-1,Payload,19637,Box + 2 Wing + 1 Fin,36.37,,5.59,603.49575,903.361430773359,133.7128
1998-022A,23.78,,37.23,104613.48,Columbia (STS-90),Payload,25297,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
2001-016A,37.3,,37.3,103504.0,Endeavour (STS-100),Payload,26747,Box + 2 Wing + 1 Fin,37.3,,23.8,1583.385,1873.99372445587,887.74
1995-056A,23.78,,37.23,103467.79,Columbia (STS-73),Payload,23688,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1992-034A,23.78,,37.23,102886.03,Columbia (STS-50),Payload,22000,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1994-039A,23.78,,37.23,102784.94,Columbia (STS-65),Payload,23173,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1996-012A,23.78,,37.23,102447.97,Columbia (STS-75),Payload,23801,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1993-027A,23.78,,37.23,102270.56,Columbia (STS-55),Payload,22640,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1993-065A,23.78,,37.23,102225.97,Columbia (STS-58),Payload,22869,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1996-065A,23.78,,37.23,102027.75,Columbia (STS-80),Payload,24660,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1994-015A,23.78,,37.23,101942.52,Columbia (STS-62),Payload,23025,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1991-040A,23.78,,37.23,101368.68,Columbia (STS-40),Payload,21399,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1993-037A,23.78,,37.23,100749.26,Endeavour (STS-57),Payload,22684,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1994-062A,23.78,,37.23,100267.59,Endeavour (STS-68),Payload,23285,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1994-020A,23.78,,37.23,99668.98,Endeavour (STS-59),Payload,23042,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1997-023A,23.78,,37.23,99389.49,Atlantis (STS-84),Payload,24804,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1995-048A,23.78,,37.23,98774.03,Endeavour (STS-69),Payload,23667,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1992-061A,23.78,,37.23,98561.94,Endeavour (STS-47),Payload,22120,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1997-039A,23.78,,37.23,97961.35,Discovery (STS-85),Payload,24889,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1995-007A,23.78,,37.23,97859.27,Endeavour (STS-67),Payload,23500,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1992-002A,23.78,,37.23,97664.02,Discovery (STS-42),Payload,21846,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1996-001A,23.78,,37.23,97552.03,Endeavour (STS-72),Payload,23762,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1994-006A,23.78,,37.23,96577.8,Discovery (STS-60),Payload,22977,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1995-030A,23.78,,37.23,96518.33,Atlantis (STS-71),Payload,23600,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1992-070A,23.78,,37.23,96333.0,Columbia (STS-52),Payload,22194,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1997-004A,23.78,,37.23,95894.95,Discovery (STS-82),Payload,24719,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1997-013A,23.78,,37.23,95780.97,Columbia (STS-83),Payload,24755,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1995-004A,23.78,,37.23,94998.02,Discovery (STS-63),Payload,23469,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1994-059A,23.78,,37.23,94817.64,Discovery (STS-64),Payload,23251,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1994-073A,23.78,,37.23,94341.92,Atlantis (STS-66),Payload,23340,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1993-075A,23.78,,37.23,94128.84,Endeavour (STS-61),Payload,22917,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1992-049A,23.78,,37.23,93829.53,Atlantis (STS-46),Payload,22064,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1993-023A,23.78,,37.23,92846.38,Discovery (STS-56),Payload,22621,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1992-015A,23.78,,37.23,92177.4,Atlantis (STS-45),Payload,21915,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1995-061A,23.78,,37.23,92170.47,Atlantis (STS-74),Payload,23714,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1993-003A,23.78,,37.23,92170.47,Endeavour (STS-54),Payload,22313,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1985-048A,23.78,,37.23,92156.59,Discovery (STS-51G),Payload,15823,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1993-058A,23.78,,37.23,91546.09,Discovery (STS-51),Payload,22795,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1998-069A,23.78,,37.23,90853.0,Endeavour (STS-88),Payload,25549,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1992-026A,23.78,,37.23,90398.41,Endeavour (STS-49),Payload,21963,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1985-076A,23.78,,37.23,89241.82,Discovery (STS-51I),Payload,15992,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1990-090A,23.78,,37.23,88733.4,Discovery (STS-41),Payload,20841,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1995-035A,23.78,,37.23,87750.25,Discovery (STS-70),Payload,23612,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1991-080A,23.78,,37.23,87133.8,Atlantis (STS-44),Payload,21795,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
cosparId,depth,diameter,height,mass,name,objectClass,satno,shape,span,vimpelId,width,xSectAvg,xSectMax,xSectMin
1992-086A,23.78,,37.23,86782.95,Discovery (STS-53),Payload,22259,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1991-063A,23.78,,37.23,86541.13,Discovery (STS-48),Payload,21700,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1990-106A,23.78,,37.23,83329.04,Columbia (STS-35),Payload,20980,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1990-002A,23.78,,37.23,83329.04,Columbia (STS-32),Payload,20409,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1986-003A,23.78,,37.23,81830.53,Columbia (STS-61C),Payload,16481,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1985-104A,23.78,,37.23,79475.72,Challenger (STS-61A),Payload,16230,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1989-021A,23.78,,37.23,78771.06,Discovery (STS-29),Payload,19882,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1988-091A,23.78,,37.23,78771.06,Discovery (STS-26R),Payload,19547,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1985-109A,23.78,,37.23,78384.54,Atlantis (STS-61B),Payload,16273,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1988-106A,23.78,,37.23,78384.54,Atlantis (STS-27),Payload,19670,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1991-031A,23.78,,37.23,77554.01,Discovery (STS-39),Payload,21242,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1990-097A,23.78,,37.23,77330.03,Atlantis (STS-38),Payload,20935,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1990-019A,23.78,,37.23,77330.03,Atlantis (STS-36),Payload,20512,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1991-027A,23.78,,37.23,77224.98,Atlantis (STS-37),Payload,21224,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1991-054A,23.78,,37.23,77209.12,Atlantis (STS-43),Payload,21638,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1989-033A,23.78,,37.23,77141.72,Atlantis (STS-30),Payload,19968,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1985-092A,23.78,,37.23,76333.0,Atlantis (STS-51J),Payload,16115,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1973-027A,,6.6,36.1,74115.96,Skylab 1,Payload,6633,Cyl + 1 Pan,36.1,,,204.234938409872,240.703728081005,34.2119439975928
1982-110A,23.78,,37.23,68388.5,Columbia (STS-5),Payload,13650,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1982-065A,23.78,,37.23,68388.5,Columbia (STS-4),Payload,13300,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1981-111A,23.78,,37.23,68388.5,Columbia (STS-2),Payload,12953,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1982-022A,23.78,,37.23,68388.5,Columbia (STS-3),Payload,13106,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1981-034A,23.78,,37.23,68388.5,Columbia (STS-1),Payload,12399,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1983-116A,23.78,,37.23,68388.5,Columbia (STS-9),Payload,14523,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1990-037A,23.78,,37.23,68022.79,Discovery (STS-31),Payload,20579,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1984-011A,23.78,,37.23,67270.56,Challenger (STS-41B),Payload,14681,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1984-108A,23.78,,37.23,67270.56,Challenger (STS-41G),Payload,15353,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1985-034A,23.78,,37.23,67270.56,Challenger (STS-51B),Payload,15665,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1985-063A,23.78,,37.23,67270.56,Challenger (STS-51F),Payload,15925,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1983-059A,23.78,,37.23,67270.56,Challenger (STS-7),Payload,14132,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1983-026A,23.78,,37.23,67270.56,Challenger (STS-6),Payload,13968,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1983-089A,23.78,,37.23,67270.56,Challenger (STS-8),Payload,14312,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1984-034A,23.78,,37.23,67270.56,Challenger (STS-41C),Payload,14897,Box + 2 Wing + 1 Fin,37.23,,5.49,610.13715,917.947928393811,130.5522
1984-113A,23.78,,37.23,66524.28,Discovery (STS-51A),Payload,15382,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1984-093A,23.78,,37.23,66524.28,Discovery (STS-41D),Payload,15234,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1985-028A,23.78,,37.23,66524.28,Discovery (STS-51D),Payload,15641,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1985-010A,23.78,,37.23,66524.28,Discovery (STS-51C),Payload,15496,Cone + Box + 2 Wing,37.23,,5.49,610.13715,917.947928393811,130.5522
1982-006A,,,,37657.08,OPS 2849,Payload,13040,,,,,,,
1967-113B,,6.6,18.7,30480.0,Saturn IVB (S-V) (Saturn V),Rocket Body,3033,Cyl,18.7,,,114.039813325309,128.074015756883,34.2119439975928
1972-096A,,3.91,11.14,30069.38,Apollo 17,Payload,6300,Cone + Cyl,11.14,,,40.2135247932863,45.1820876359614,12.0072456618365
1971-063A,,3.91,11.14,30069.38,Apollo 15 CM (Endeavour),Payload,5351,Cone + Cyl,11.14,,,40.2135247932863,45.1820876359614,12.0072456618365
1971-008A,,3.91,11.14,28968.29,Apollo 14,Payload,4900,Cone + Cyl,11.14,,,40.2135247932863,45.1820876359614,12.0072456618365
1969-059A,3.9,,3.5,28791.0,Apollo 11 CM (Columbia),Payload,4039,Cone,3.9,,3.9,9.1226,11.9459,6.825
1969-043A,3.9,,3.5,28735.0,Apollo 10 CM (Charlie Brown),Payload,3941,Cone,3.9,,3.9,9.1226,11.9459,6.825
1970-029A,,3.91,11.14,28632.31,Apollo 13,Payload,4371,Cone + Cyl,11.14,,,40.2135247932863,45.1820876359614,12.0072456618365
1968-025A,,3.91,10.35,24777.01,Apollo 6,Payload,3170,Cone + Cyl,10.35,,,37.7875084063679,42.2122427813744,12.0072456618365
1967-113A,3.9,,3.5,23542.0,Apollo 4,Payload,3032,Cone,3.9,,3.9,9.1226,11.9459,6.825
2021-035A,,4.2,16.6,22500.0,Tianhe,Payload,48274,Step Cyl + 2 Pan,30.0,,,85.7997483514449,157.771624964383,13.854423602331
2021-133A,,3.6,10.9,22000.0,Angara A5 Persei,Rocket Body,50505,Cyl + Trunc Cone,10.9,,,35.9084040305313,40.5386822573314,10.1787601976309
2021-035B,,5.0,31.0,21600.0,L-165 (H5-1) (Long March (CZ) 5B),Rocket Body,48275,Cyl,31.0,,,131.554192369073,156.238700141538,19.6349540849362
2020-027C,,5.0,31.0,21600.0,L-165 (H5-1) (Long March (CZ) 5B),Rocket Body,45601,Cyl,31.0,,,131.554192369073,156.238700141538,19.6349540849362
2020-027A,,3.3,3.0,21600.0,XZF-SC,Payload,45599,Trunc Cone,,,,6.8768,8.553,6.1875
2021-066A,,4.2,13.2,20257.0,Nauka,Payload,49044,Step Cyl + 2 Pan,23.9,,,68.445194102717,123.337219017672,13.854423602331
1986-017A,,4.2,13.1,20100.0,Mir,Payload,16609,Step Cyl + 2 Pan,13.1,,,45.9843347873258,56.7375136338633,13.854423602331
2014-044A,,4.5,9.8,19926.0,ATV-5 (Georges Lemaitre),Payload,40103,Cyl + 4 Pan,22.3,,,85.4748820768933,175.040818151982,15.9043128087983
1982-033A,,4.15,13.99,19920.71,Salyut 7,Payload,13138,Cyl + 3 Pan,17.0,,,73.790749204167,123.606756911854,13.5265198691126
2013-027A,,4.5,9.8,19844.0,ATV-4 (Albert Einstein),Payload,39175,Cyl + 4 Pan,22.3,,,85.4748820768933,175.040818151982,15.9043128087983
1977-066A,,4.15,13.99,19821.61,Cosmos-929,Payload,10146,Cyl + 2 Pan,13.99,,,52.362299204167,59.6133891170389,13.5265198691126
1985-086A,,4.2,9.7,19821.61,Cosmos-1686,Payload,16095,Cone + Cyl + 2 Pan,9.7,,,38.9243329779775,43.0312985320316,13.854423602331
1983-013A,,4.2,12.99,19821.61,Cosmos-1443,Payload,13868,Cone + Cyl + 2 Pan,13.0,,,59.6846981331368,85.8578192996774,13.854423602331
2012-010A,,4.5,10.3,19714.0,ATV-3 (Edoardo Amaldi),Payload,38096,Cyl + 4 Pan,22.3,,,87.2420279445376,177.163326957833,15.9043128087983
2011-007A,,4.5,9.8,19712.0,ATV-2 (Johannes Kepler),Payload,37368,Cyl + 4 Pan,22.3,,,85.4748820768933,175.040818151982,15.9043128087983
1996-023A,,4.35,12.99,19524.28,Priroda,Payload,23848,Cyl,12.99,,,51.810949693462,58.4282001472445,14.8616967468882
2008-008A,,4.5,9.8,19400.0,ATV-1 (Jules Verne),Payload,32686,Cyl + 4 Pan,22.3,,,85.4748820768933,175.040818151982,15.9043128087983
1989-093A,,4.35,13.72,19390.49,Kvant 2,Payload,20335,Step Cyl + 2 Pan,14.0,,,61.0635375690918,95.0867728331493,14.8616967468882
1990-048A,,4.35,11.89,19326.07,Kristall,Payload,20635,Cone + Cyl + 2 Pan,12.5,,,57.5571861482719,82.176546238349,14.8616967468882
1976-057A,,4.15,13.99,18830.53,Salyut 5,Payload,8911,Cyl + 3 Pan,14.5,,,69.628249204167,111.156719158107,13.5265198691126
1974-104A,,4.15,13.99,18731.42,Salyut 4,Payload,7591,Cyl + 3 Pan,13.99,,,52.362299204167,59.6133891170389,13.5265198691126
1977-097A,,4.15,13.99,18731.42,Salyut 6,Payload,10382,Cyl + 3 Pan,17.0,,,73.790749204167,123.606756911854,13.5265198691126
1991-024A,,4.1,7.0,18384.54,Almaz 1,Payload,21213,Cyl + 2 Pan,15.0,,,41.1177321861956,67.3433191526142,13.2025431267111
1987-064A,,4.1,7.0,18357.78,Cosmos-1870,Payload,18225,Cyl + 2 Pan,15.0,,,41.1177321861956,67.3433191526142,13.2025431267111
1971-032A,,4.15,13.99,18334.99,Salyut 1,Payload,5160,Cyl + 4 Pan,13.99,,,52.362299204167,59.6133891170389,13.5265198691126
1974-046A,,4.15,13.99,18334.99,Salyut 3,Payload,7342,Cyl + 3 Pan,14.5,,,69.628249204167,111.156719158107,13.5265198691126
1973-017A,,4.15,13.99,18334.99,Salyut 2,Payload,6398,Cyl + 4 Pan,14.5,,,75.3835658708337,128.337829171797,13.5265198691126
1973-026A,,4.15,13.99,18334.99,Cosmos-557,Payload,6498,Cyl + 4 Pan,13.99,,,52.362299204167,59.6133891170389,13.5265198691126
1964-005A,,5.6,9.8,17190.0,Saturn IV,Rocket Body,744,Cyl,9.8,,,55.417694409324,60.1535996950773,24.630086404144
1981-093E,,3.4,8.6,17119.54,Feng Bao second stage (Feng Bao 1),Rocket Body,12846,Cyl,8.6,,,27.5046436821786,30.6171442645838,9.0792027688745
